,d_layer,d_module_type,d_module_name,d_example_idx,d_token_idx,d_act_idx,u_layer,u_module_type,u_module_name,u_example_idx,u_token_idx,u_act_idx,ie,abs_ie,edge_abs_ie
10,11,resid,blocks.11.hook_resid_pre,0,4,22069,10,resid,blocks.10.hook_resid_pre,0,4,7735,8.543708827346563e-05,8.543708827346563e-05,8.543708827346563e-05
11,11,resid,blocks.11.hook_resid_pre,0,4,22069,10,resid,blocks.10.hook_resid_pre,0,4,19738,0.00010028363612946123,0.00010028363612946123,0.00010028363612946123
12,11,resid,blocks.11.hook_resid_pre,0,4,22069,10,resid,blocks.10.hook_resid_pre,0,4,22408,7.986787386471406e-05,7.986787386471406e-05,7.986787386471406e-05
13,11,resid,blocks.11.hook_resid_pre,0,4,22069,10,resid,blocks.10.hook_resid_pre,0,4,22633,8.40584107208997e-05,8.40584107208997e-05,8.40584107208997e-05
14,11,resid,blocks.11.hook_resid_pre,0,4,22069,10,resid,blocks.10.hook_resid_pre,0,4,24094,7.819486927473918e-05,7.819486927473918e-05,7.819486927473918e-05
15,11,resid,blocks.11.hook_resid_pre,0,4,22069,10,resid,blocks.10.hook_resid_pre,0,4,24969,-6.391558417817578e-05,6.391558417817578e-05,6.391558417817578e-05
16,11,resid,blocks.11.hook_resid_pre,0,14,819,10,resid,blocks.10.hook_resid_pre,0,2,2165,-0.0003967906814068556,0.0003967906814068556,0.0003967906814068556
17,11,resid,blocks.11.hook_resid_pre,0,14,819,10,resid,blocks.10.hook_resid_pre,0,4,3621,0.0030811047181487083,0.0030811047181487083,0.0030811047181487083
18,11,resid,blocks.11.hook_resid_pre,0,14,819,10,resid,blocks.10.hook_resid_pre,0,4,7735,-0.000549766409676522,0.000549766409676522,0.000549766409676522
19,11,resid,blocks.11.hook_resid_pre,0,14,819,10,resid,blocks.10.hook_resid_pre,0,4,19738,-0.0006453002570196986,0.0006453002570196986,0.0006453002570196986
20,11,resid,blocks.11.hook_resid_pre,0,14,819,10,resid,blocks.10.hook_resid_pre,0,4,22408,-0.0005139298737049103,0.0005139298737049103,0.0005139298737049103
21,11,resid,blocks.11.hook_resid_pre,0,14,819,10,resid,blocks.10.hook_resid_pre,0,4,22633,-0.0005408949800767004,0.0005408949800767004,0.0005408949800767004
22,11,resid,blocks.11.hook_resid_pre,0,14,819,10,resid,blocks.10.hook_resid_pre,0,4,24094,-0.0005031645996496081,0.0005031645996496081,0.0005031645996496081
23,11,resid,blocks.11.hook_resid_pre,0,14,819,10,resid,blocks.10.hook_resid_pre,0,4,24969,0.00041128089651465416,0.00041128089651465416,0.00041128089651465416
24,11,resid,blocks.11.hook_resid_pre,0,14,819,10,resid,blocks.10.hook_resid_pre,0,10,2165,-0.00028165479307062924,0.00028165479307062924,0.00028165479307062924
25,11,resid,blocks.11.hook_resid_pre,0,14,819,10,resid,blocks.10.hook_resid_pre,0,14,1404,-0.00038114920607768,0.00038114920607768,0.00038114920607768
26,11,resid,blocks.11.hook_resid_pre,0,14,819,10,resid,blocks.10.hook_resid_pre,0,14,3289,-0.00027146213687956333,0.00027146213687956333,0.00027146213687956333
27,11,resid,blocks.11.hook_resid_pre,0,14,819,10,resid,blocks.10.hook_resid_pre,0,14,6101,0.0002772893931251019,0.0002772893931251019,0.0002772893931251019
28,11,resid,blocks.11.hook_resid_pre,0,14,819,10,resid,blocks.10.hook_resid_pre,0,14,7969,0.0005129000055603683,0.0005129000055603683,0.0005129000055603683
29,11,resid,blocks.11.hook_resid_pre,0,14,819,10,resid,blocks.10.hook_resid_pre,0,14,14720,-0.0005401336820796132,0.0005401336820796132,0.0005401336820796132
30,11,resid,blocks.11.hook_resid_pre,0,14,819,10,resid,blocks.10.hook_resid_pre,0,14,17570,-0.0006755077629350126,0.0006755077629350126,0.0006755077629350126
31,11,resid,blocks.11.hook_resid_pre,0,14,819,10,resid,blocks.10.hook_resid_pre,0,14,24223,-0.00040973754948936403,0.00040973754948936403,0.00040973754948936403
32,11,resid,blocks.11.hook_resid_pre,0,14,819,10,resid,blocks.10.hook_resid_pre,0,14,24673,0.00028356051188893616,0.00028356051188893616,0.00028356051188893616
33,11,resid,blocks.11.hook_resid_pre,0,14,819,10,resid,blocks.10.hook_resid_pre,0,14,24797,0.00024298325297422707,0.00024298325297422707,0.00024298325297422707
34,11,resid,blocks.11.hook_resid_pre,0,14,819,10,resid,blocks.10.hook_resid_pre,0,14,24909,0.0002852858742699027,0.0002852858742699027,0.0002852858742699027
35,11,resid,blocks.11.hook_resid_pre,0,14,3697,10,resid,blocks.10.hook_resid_pre,0,2,2165,0.00011539351544342935,0.00011539351544342935,0.00011539351544342935
36,11,resid,blocks.11.hook_resid_pre,0,14,3697,10,resid,blocks.10.hook_resid_pre,0,4,3621,-0.0008960379054769874,0.0008960379054769874,0.0008960379054769874
37,11,resid,blocks.11.hook_resid_pre,0,14,3697,10,resid,blocks.10.hook_resid_pre,0,4,7735,0.00015988147060852498,0.00015988147060852498,0.00015988147060852498
38,11,resid,blocks.11.hook_resid_pre,0,14,3697,10,resid,blocks.10.hook_resid_pre,0,4,19738,0.00018766435096040368,0.00018766435096040368,0.00018766435096040368
39,11,resid,blocks.11.hook_resid_pre,0,14,3697,10,resid,blocks.10.hook_resid_pre,0,4,22408,0.00014945960720069706,0.00014945960720069706,0.00014945960720069706
40,11,resid,blocks.11.hook_resid_pre,0,14,3697,10,resid,blocks.10.hook_resid_pre,0,4,22633,0.0001573015033500269,0.0001573015033500269,0.0001573015033500269
41,11,resid,blocks.11.hook_resid_pre,0,14,3697,10,resid,blocks.10.hook_resid_pre,0,4,24094,0.0001463288499508053,0.0001463288499508053,0.0001463288499508053
42,11,resid,blocks.11.hook_resid_pre,0,14,3697,10,resid,blocks.10.hook_resid_pre,0,4,24969,-0.00011960751726292074,0.00011960751726292074,0.00011960751726292074
43,11,resid,blocks.11.hook_resid_pre,0,14,3697,10,resid,blocks.10.hook_resid_pre,0,10,2165,8.191001688828692e-05,8.191001688828692e-05,8.191001688828692e-05
44,11,resid,blocks.11.hook_resid_pre,0,14,3697,10,resid,blocks.10.hook_resid_pre,0,14,1404,0.0001108447031583637,0.0001108447031583637,0.0001108447031583637
45,11,resid,blocks.11.hook_resid_pre,0,14,3697,10,resid,blocks.10.hook_resid_pre,0,14,3289,7.894582813605666e-05,7.894582813605666e-05,7.894582813605666e-05
46,11,resid,blocks.11.hook_resid_pre,0,14,3697,10,resid,blocks.10.hook_resid_pre,0,14,6101,-8.064049325184897e-05,8.064049325184897e-05,8.064049325184897e-05
47,11,resid,blocks.11.hook_resid_pre,0,14,3697,10,resid,blocks.10.hook_resid_pre,0,14,7969,-0.0001491600851295516,0.0001491600851295516,0.0001491600851295516
48,11,resid,blocks.11.hook_resid_pre,0,14,3697,10,resid,blocks.10.hook_resid_pre,0,14,14720,0.0001570800959598273,0.0001570800959598273,0.0001570800959598273
49,11,resid,blocks.11.hook_resid_pre,0,14,3697,10,resid,blocks.10.hook_resid_pre,0,14,17570,0.00019644918211270124,0.00019644918211270124,0.00019644918211270124
50,11,resid,blocks.11.hook_resid_pre,0,14,3697,10,resid,blocks.10.hook_resid_pre,0,14,24223,0.00011915867798961699,0.00011915867798961699,0.00011915867798961699
51,11,resid,blocks.11.hook_resid_pre,0,14,3697,10,resid,blocks.10.hook_resid_pre,0,14,24673,-8.246424840763211e-05,8.246424840763211e-05,8.246424840763211e-05
52,11,resid,blocks.11.hook_resid_pre,0,14,3697,10,resid,blocks.10.hook_resid_pre,0,14,24797,-7.066368561936542e-05,7.066368561936542e-05,7.066368561936542e-05
53,11,resid,blocks.11.hook_resid_pre,0,14,3697,10,resid,blocks.10.hook_resid_pre,0,14,24909,-8.296601299662143e-05,8.296601299662143e-05,8.296601299662143e-05
54,11,resid,blocks.11.hook_resid_pre,0,14,4566,10,resid,blocks.10.hook_resid_pre,0,2,2165,-0.0002160470321541652,0.0002160470321541652,0.0002160470321541652
55,11,resid,blocks.11.hook_resid_pre,0,14,4566,10,resid,blocks.10.hook_resid_pre,0,4,3621,0.0016776188276708126,0.0016776188276708126,0.0016776188276708126
56,11,resid,blocks.11.hook_resid_pre,0,14,4566,10,resid,blocks.10.hook_resid_pre,0,4,7735,-0.0002993402013089508,0.0002993402013089508,0.0002993402013089508
57,11,resid,blocks.11.hook_resid_pre,0,14,4566,10,resid,blocks.10.hook_resid_pre,0,4,19738,-0.0003513570409268141,0.0003513570409268141,0.0003513570409268141
58,11,resid,blocks.11.hook_resid_pre,0,14,4566,10,resid,blocks.10.hook_resid_pre,0,4,22408,-0.00027982768369838595,0.00027982768369838595,0.00027982768369838595
59,11,resid,blocks.11.hook_resid_pre,0,14,4566,10,resid,blocks.10.hook_resid_pre,0,4,22633,-0.00029450980946421623,0.00029450980946421623,0.00029450980946421623
60,11,resid,blocks.11.hook_resid_pre,0,14,4566,10,resid,blocks.10.hook_resid_pre,0,4,24094,-0.00027396611403673887,0.00027396611403673887,0.00027396611403673887
61,11,resid,blocks.11.hook_resid_pre,0,14,4566,10,resid,blocks.10.hook_resid_pre,0,4,24969,0.00022393674589693546,0.00022393674589693546,0.00022393674589693546
62,11,resid,blocks.11.hook_resid_pre,0,14,4566,10,resid,blocks.10.hook_resid_pre,0,10,2165,-0.00015335710486397147,0.00015335710486397147,0.00015335710486397147
63,11,resid,blocks.11.hook_resid_pre,0,14,4566,10,resid,blocks.10.hook_resid_pre,0,14,1404,-0.00020753043645527214,0.00020753043645527214,0.00020753043645527214
64,11,resid,blocks.11.hook_resid_pre,0,14,4566,10,resid,blocks.10.hook_resid_pre,0,14,3289,-0.00014780736819375306,0.00014780736819375306,0.00014780736819375306
65,11,resid,blocks.11.hook_resid_pre,0,14,4566,10,resid,blocks.10.hook_resid_pre,0,14,6101,0.0001509802241344005,0.0001509802241344005,0.0001509802241344005
66,11,resid,blocks.11.hook_resid_pre,0,14,4566,10,resid,blocks.10.hook_resid_pre,0,14,7969,0.0002792669110931456,0.0002792669110931456,0.0002792669110931456
67,11,resid,blocks.11.hook_resid_pre,0,14,4566,10,resid,blocks.10.hook_resid_pre,0,14,14720,-0.000294095283607021,0.000294095283607021,0.000294095283607021
68,11,resid,blocks.11.hook_resid_pre,0,14,4566,10,resid,blocks.10.hook_resid_pre,0,14,17570,-0.00036780457594431937,0.00036780457594431937,0.00036780457594431937
69,11,resid,blocks.11.hook_resid_pre,0,14,4566,10,resid,blocks.10.hook_resid_pre,0,14,24223,-0.00022309640189632773,0.00022309640189632773,0.00022309640189632773
70,11,resid,blocks.11.hook_resid_pre,0,14,4566,10,resid,blocks.10.hook_resid_pre,0,14,24673,0.00015439475828316063,0.00015439475828316063,0.00015439475828316063
71,11,resid,blocks.11.hook_resid_pre,0,14,4566,10,resid,blocks.10.hook_resid_pre,0,14,24797,0.0001323010219493881,0.0001323010219493881,0.0001323010219493881
72,11,resid,blocks.11.hook_resid_pre,0,14,4566,10,resid,blocks.10.hook_resid_pre,0,14,24909,0.00015533420082647353,0.00015533420082647353,0.00015533420082647353
73,11,resid,blocks.11.hook_resid_pre,0,14,6620,10,resid,blocks.10.hook_resid_pre,0,2,2165,0.0004165112623013556,0.0004165112623013556,0.0004165112623013556
74,11,resid,blocks.11.hook_resid_pre,0,14,6620,10,resid,blocks.10.hook_resid_pre,0,4,3621,-0.0032342360354959965,0.0032342360354959965,0.0032342360354959965
75,11,resid,blocks.11.hook_resid_pre,0,14,6620,10,resid,blocks.10.hook_resid_pre,0,4,7735,0.0005770899588242173,0.0005770899588242173,0.0005770899588242173
76,11,resid,blocks.11.hook_resid_pre,0,14,6620,10,resid,blocks.10.hook_resid_pre,0,4,19738,0.0006773718050681055,0.0006773718050681055,0.0006773718050681055
77,11,resid,blocks.11.hook_resid_pre,0,14,6620,10,resid,blocks.10.hook_resid_pre,0,4,22408,0.0005394722684286535,0.0005394722684286535,0.0005394722684286535
78,11,resid,blocks.11.hook_resid_pre,0,14,6620,10,resid,blocks.10.hook_resid_pre,0,4,22633,0.0005677775479853153,0.0005677775479853153,0.0005677775479853153
79,11,resid,blocks.11.hook_resid_pre,0,14,6620,10,resid,blocks.10.hook_resid_pre,0,4,24094,0.0005281718913465738,0.0005281718913465738,0.0005281718913465738
80,11,resid,blocks.11.hook_resid_pre,0,14,6620,10,resid,blocks.10.hook_resid_pre,0,4,24969,-0.00043172165169380605,0.00043172165169380605,0.00043172165169380605
81,11,resid,blocks.11.hook_resid_pre,0,14,6620,10,resid,blocks.10.hook_resid_pre,0,10,2165,0.00029565306613221765,0.00029565306613221765,0.00029565306613221765
82,11,resid,blocks.11.hook_resid_pre,0,14,6620,10,resid,blocks.10.hook_resid_pre,0,14,1404,0.0004000923945568502,0.0004000923945568502,0.0004000923945568502
83,11,resid,blocks.11.hook_resid_pre,0,14,6620,10,resid,blocks.10.hook_resid_pre,0,14,3289,0.0002849538577720523,0.0002849538577720523,0.0002849538577720523
84,11,resid,blocks.11.hook_resid_pre,0,14,6620,10,resid,blocks.10.hook_resid_pre,0,14,6101,-0.00029107072623446584,0.00029107072623446584,0.00029107072623446584
85,11,resid,blocks.11.hook_resid_pre,0,14,6620,10,resid,blocks.10.hook_resid_pre,0,14,7969,-0.0005383912357501686,0.0005383912357501686,0.0005383912357501686
86,11,resid,blocks.11.hook_resid_pre,0,14,6620,10,resid,blocks.10.hook_resid_pre,0,14,14720,0.0005669783568009734,0.0005669783568009734,0.0005669783568009734
87,11,resid,blocks.11.hook_resid_pre,0,14,6620,10,resid,blocks.10.hook_resid_pre,0,14,17570,0.0007090805447660387,0.0007090805447660387,0.0007090805447660387
88,11,resid,blocks.11.hook_resid_pre,0,14,6620,10,resid,blocks.10.hook_resid_pre,0,14,24223,0.00043010152876377106,0.00043010152876377106,0.00043010152876377106
89,11,resid,blocks.11.hook_resid_pre,0,14,6620,10,resid,blocks.10.hook_resid_pre,0,14,24673,-0.00029765351791866124,0.00029765351791866124,0.00029765351791866124
90,11,resid,blocks.11.hook_resid_pre,0,14,6620,10,resid,blocks.10.hook_resid_pre,0,14,24797,-0.0002550595672801137,0.0002550595672801137,0.0002550595672801137
91,11,resid,blocks.11.hook_resid_pre,0,14,6620,10,resid,blocks.10.hook_resid_pre,0,14,24909,-0.0002994646492879838,0.0002994646492879838,0.0002994646492879838
92,11,resid,blocks.11.hook_resid_pre,0,14,11133,10,resid,blocks.10.hook_resid_pre,0,2,2165,0.00031078356551006436,0.00031078356551006436,0.00031078356551006436
93,11,resid,blocks.11.hook_resid_pre,0,14,11133,10,resid,blocks.10.hook_resid_pre,0,4,3621,-0.0024132539983838797,0.0024132539983838797,0.0024132539983838797
94,11,resid,blocks.11.hook_resid_pre,0,14,11133,10,resid,blocks.10.hook_resid_pre,0,4,7735,0.0004306007467675954,0.0004306007467675954,0.0004306007467675954
95,11,resid,blocks.11.hook_resid_pre,0,14,11133,10,resid,blocks.10.hook_resid_pre,0,4,19738,0.0005054270150139928,0.0005054270150139928,0.0005054270150139928
96,11,resid,blocks.11.hook_resid_pre,0,14,11133,10,resid,blocks.10.hook_resid_pre,0,4,22408,0.0004025320231448859,0.0004025320231448859,0.0004025320231448859
97,11,resid,blocks.11.hook_resid_pre,0,14,11133,10,resid,blocks.10.hook_resid_pre,0,4,22633,0.0004236522363498807,0.0004236522363498807,0.0004236522363498807
98,11,resid,blocks.11.hook_resid_pre,0,14,11133,10,resid,blocks.10.hook_resid_pre,0,4,24094,0.0003941001486964524,0.0003941001486964524,0.0003941001486964524
99,11,resid,blocks.11.hook_resid_pre,0,14,11133,10,resid,blocks.10.hook_resid_pre,0,4,24969,-0.00032213289523497224,0.00032213289523497224,0.00032213289523497224
100,11,resid,blocks.11.hook_resid_pre,0,14,11133,10,resid,blocks.10.hook_resid_pre,0,10,2165,0.00022060415358282626,0.00022060415358282626,0.00022060415358282626
101,11,resid,blocks.11.hook_resid_pre,0,14,11133,10,resid,blocks.10.hook_resid_pre,0,14,1404,0.0002985324535984546,0.0002985324535984546,0.0002985324535984546
102,11,resid,blocks.11.hook_resid_pre,0,14,11133,10,resid,blocks.10.hook_resid_pre,0,14,3289,0.00021262084192130715,0.00021262084192130715,0.00021262084192130715
103,11,resid,blocks.11.hook_resid_pre,0,14,11133,10,resid,blocks.10.hook_resid_pre,0,14,6101,-0.00021718497737310827,0.00021718497737310827,0.00021718497737310827
104,11,resid,blocks.11.hook_resid_pre,0,14,11133,10,resid,blocks.10.hook_resid_pre,0,14,7969,-0.00040172532317228615,0.00040172532317228615,0.00040172532317228615
105,11,resid,blocks.11.hook_resid_pre,0,14,11133,10,resid,blocks.10.hook_resid_pre,0,14,14720,0.0004230559279676527,0.0004230559279676527,0.0004230559279676527
106,11,resid,blocks.11.hook_resid_pre,0,14,11133,10,resid,blocks.10.hook_resid_pre,0,14,17570,0.0005290867411531508,0.0005290867411531508,0.0005290867411531508
107,11,resid,blocks.11.hook_resid_pre,0,14,11133,10,resid,blocks.10.hook_resid_pre,0,14,24223,0.00032092409674078226,0.00032092409674078226,0.00032092409674078226
108,11,resid,blocks.11.hook_resid_pre,0,14,11133,10,resid,blocks.10.hook_resid_pre,0,14,24673,-0.00022209680173546076,0.00022209680173546076,0.00022209680173546076
109,11,resid,blocks.11.hook_resid_pre,0,14,11133,10,resid,blocks.10.hook_resid_pre,0,14,24797,-0.00019031493866350502,0.00019031493866350502,0.00019031493866350502
110,11,resid,blocks.11.hook_resid_pre,0,14,11133,10,resid,blocks.10.hook_resid_pre,0,14,24909,-0.00022344817989505827,0.00022344817989505827,0.00022344817989505827
111,11,resid,blocks.11.hook_resid_pre,0,14,15404,10,resid,blocks.10.hook_resid_pre,0,2,2165,-0.00028232260956428945,0.00028232260956428945,0.00028232260956428945
112,11,resid,blocks.11.hook_resid_pre,0,14,15404,10,resid,blocks.10.hook_resid_pre,0,4,3621,0.002192252781242132,0.002192252781242132,0.002192252781242132
113,11,resid,blocks.11.hook_resid_pre,0,14,15404,10,resid,blocks.10.hook_resid_pre,0,4,7735,-0.0003911671810783446,0.0003911671810783446,0.0003911671810783446
114,11,resid,blocks.11.hook_resid_pre,0,14,15404,10,resid,blocks.10.hook_resid_pre,0,4,19738,-0.000459140952443704,0.000459140952443704,0.000459140952443704
115,11,resid,blocks.11.hook_resid_pre,0,14,15404,10,resid,blocks.10.hook_resid_pre,0,4,22408,-0.0003656689077615738,0.0003656689077615738,0.0003656689077615738
116,11,resid,blocks.11.hook_resid_pre,0,14,15404,10,resid,blocks.10.hook_resid_pre,0,4,22633,-0.0003848549968097359,0.0003848549968097359,0.0003848549968097359
117,11,resid,blocks.11.hook_resid_pre,0,14,15404,10,resid,blocks.10.hook_resid_pre,0,4,24094,-0.00035800921614281833,0.00035800921614281833,0.00035800921614281833
118,11,resid,blocks.11.hook_resid_pre,0,14,15404,10,resid,blocks.10.hook_resid_pre,0,4,24969,0.00029263258329592645,0.00029263258329592645,0.00029263258329592645
119,11,resid,blocks.11.hook_resid_pre,0,14,15404,10,resid,blocks.10.hook_resid_pre,0,10,2165,-0.00020040164235979319,0.00020040164235979319,0.00020040164235979319
120,11,resid,blocks.11.hook_resid_pre,0,14,15404,10,resid,blocks.10.hook_resid_pre,0,14,1404,-0.00027119345031678677,0.00027119345031678677,0.00027119345031678677
121,11,resid,blocks.11.hook_resid_pre,0,14,15404,10,resid,blocks.10.hook_resid_pre,0,14,3289,-0.00019314943347126245,0.00019314943347126245,0.00019314943347126245
122,11,resid,blocks.11.hook_resid_pre,0,14,15404,10,resid,blocks.10.hook_resid_pre,0,14,6101,0.00019729560881387442,0.00019729560881387442,0.00019729560881387442
123,11,resid,blocks.11.hook_resid_pre,0,14,15404,10,resid,blocks.10.hook_resid_pre,0,14,7969,0.0003649361024145037,0.0003649361024145037,0.0003649361024145037
124,11,resid,blocks.11.hook_resid_pre,0,14,15404,10,resid,blocks.10.hook_resid_pre,0,14,14720,-0.00038431331631727517,0.00038431331631727517,0.00038431331631727517
125,11,resid,blocks.11.hook_resid_pre,0,14,15404,10,resid,blocks.10.hook_resid_pre,0,14,17570,-0.00048063401482068,0.00048063401482068,0.00048063401482068
126,11,resid,blocks.11.hook_resid_pre,0,14,15404,10,resid,blocks.10.hook_resid_pre,0,14,24223,-0.0002915344957727939,0.0002915344957727939,0.0002915344957727939
127,11,resid,blocks.11.hook_resid_pre,0,14,15404,10,resid,blocks.10.hook_resid_pre,0,14,24673,0.00020175760437268764,0.00020175760437268764,0.00020175760437268764
128,11,resid,blocks.11.hook_resid_pre,0,14,15404,10,resid,blocks.10.hook_resid_pre,0,14,24797,0.00017288628441747278,0.00017288628441747278,0.00017288628441747278
129,11,resid,blocks.11.hook_resid_pre,0,14,15404,10,resid,blocks.10.hook_resid_pre,0,14,24909,0.00020298523304518312,0.00020298523304518312,0.00020298523304518312
130,11,resid,blocks.11.hook_resid_pre,0,14,17347,10,resid,blocks.10.hook_resid_pre,0,2,2165,-0.00020387186668813229,0.00020387186668813229,0.00020387186668813229
131,11,resid,blocks.11.hook_resid_pre,0,14,17347,10,resid,blocks.10.hook_resid_pre,0,4,3621,0.0015830779448151588,0.0015830779448151588,0.0015830779448151588
132,11,resid,blocks.11.hook_resid_pre,0,14,17347,10,resid,blocks.10.hook_resid_pre,0,4,7735,-0.0002824710973072797,0.0002824710973072797,0.0002824710973072797
133,11,resid,blocks.11.hook_resid_pre,0,14,17347,10,resid,blocks.10.hook_resid_pre,0,4,19738,-0.00033155662822537124,0.00033155662822537124,0.00033155662822537124
134,11,resid,blocks.11.hook_resid_pre,0,14,17347,10,resid,blocks.10.hook_resid_pre,0,4,22408,-0.0002640582388266921,0.0002640582388266921,0.0002640582388266921
135,11,resid,blocks.11.hook_resid_pre,0,14,17347,10,resid,blocks.10.hook_resid_pre,0,4,22633,-0.00027791294269263744,0.00027791294269263744,0.00027791294269263744
136,11,resid,blocks.11.hook_resid_pre,0,14,17347,10,resid,blocks.10.hook_resid_pre,0,4,24094,-0.0002585269685368985,0.0002585269685368985,0.0002585269685368985
137,11,resid,blocks.11.hook_resid_pre,0,14,17347,10,resid,blocks.10.hook_resid_pre,0,4,24969,0.00021131696121301502,0.00021131696121301502,0.00021131696121301502
138,11,resid,blocks.11.hook_resid_pre,0,14,17347,10,resid,blocks.10.hook_resid_pre,0,10,2165,-0.00014471479516942054,0.00014471479516942054,0.00014471479516942054
139,11,resid,blocks.11.hook_resid_pre,0,14,17347,10,resid,blocks.10.hook_resid_pre,0,14,1404,-0.00019583523680921644,0.00019583523680921644,0.00019583523680921644
140,11,resid,blocks.11.hook_resid_pre,0,14,17347,10,resid,blocks.10.hook_resid_pre,0,14,3289,-0.0001394778082612902,0.0001394778082612902,0.0001394778082612902
141,11,resid,blocks.11.hook_resid_pre,0,14,17347,10,resid,blocks.10.hook_resid_pre,0,14,6101,0.00014247185026761144,0.00014247185026761144,0.00014247185026761144
142,11,resid,blocks.11.hook_resid_pre,0,14,17347,10,resid,blocks.10.hook_resid_pre,0,14,7969,0.0002635290438774973,0.0002635290438774973,0.0002635290438774973
143,11,resid,blocks.11.hook_resid_pre,0,14,17347,10,resid,blocks.10.hook_resid_pre,0,14,14720,-0.00027752178721129894,0.00027752178721129894,0.00027752178721129894
144,11,resid,blocks.11.hook_resid_pre,0,14,17347,10,resid,blocks.10.hook_resid_pre,0,14,17570,-0.0003470772644504905,0.0003470772644504905,0.0003470772644504905
145,11,resid,blocks.11.hook_resid_pre,0,14,17347,10,resid,blocks.10.hook_resid_pre,0,14,24223,-0.00021052398369647563,0.00021052398369647563,0.00021052398369647563
146,11,resid,blocks.11.hook_resid_pre,0,14,17347,10,resid,blocks.10.hook_resid_pre,0,14,24673,0.00014569397899322212,0.00014569397899322212,0.00014569397899322212
147,11,resid,blocks.11.hook_resid_pre,0,14,17347,10,resid,blocks.10.hook_resid_pre,0,14,24797,0.00012484530452638865,0.00012484530452638865,0.00012484530452638865
148,11,resid,blocks.11.hook_resid_pre,0,14,17347,10,resid,blocks.10.hook_resid_pre,0,14,24909,0.000146580467117019,0.000146580467117019,0.000146580467117019
149,11,resid,blocks.11.hook_resid_pre,0,14,18365,10,resid,blocks.10.hook_resid_pre,0,2,2165,-0.00028365396428853273,0.00028365396428853273,0.00028365396428853273
150,11,resid,blocks.11.hook_resid_pre,0,14,18365,10,resid,blocks.10.hook_resid_pre,0,4,3621,0.0022025909274816513,0.0022025909274816513,0.0022025909274816513
151,11,resid,blocks.11.hook_resid_pre,0,14,18365,10,resid,blocks.10.hook_resid_pre,0,4,7735,-0.0003930118400603533,0.0003930118400603533,0.0003930118400603533
152,11,resid,blocks.11.hook_resid_pre,0,14,18365,10,resid,blocks.10.hook_resid_pre,0,4,19738,-0.0004613061319105327,0.0004613061319105327,0.0004613061319105327
153,11,resid,blocks.11.hook_resid_pre,0,14,18365,10,resid,blocks.10.hook_resid_pre,0,4,22408,-0.0003673933388199657,0.0003673933388199657,0.0003673933388199657
154,11,resid,blocks.11.hook_resid_pre,0,14,18365,10,resid,blocks.10.hook_resid_pre,0,4,22633,-0.00038666988257318735,0.00038666988257318735,0.00038666988257318735
155,11,resid,blocks.11.hook_resid_pre,0,14,18365,10,resid,blocks.10.hook_resid_pre,0,4,24094,-0.000359697500243783,0.000359697500243783,0.000359697500243783
156,11,resid,blocks.11.hook_resid_pre,0,14,18365,10,resid,blocks.10.hook_resid_pre,0,4,24969,0.00029401257052086294,0.00029401257052086294,0.00029401257052086294
157,11,resid,blocks.11.hook_resid_pre,0,14,18365,10,resid,blocks.10.hook_resid_pre,0,10,2165,-0.00020134668739046901,0.00020134668739046901,0.00020134668739046901
158,11,resid,blocks.11.hook_resid_pre,0,14,18365,10,resid,blocks.10.hook_resid_pre,0,14,1404,-0.00027247233083471656,0.00027247233083471656,0.00027247233083471656
